166,0,0,0,yes
7,0,8,0,yes
13,0,0,0,yes
33,0,0,0,yes
3,0,1,0,yes
161,0,0,2,yes
32,0,0,0,yes
28,0,0,0,yes
30,0,0,0,yes
34,0,0,0,yes
35,0,0,2,yes
14,0,4,0,yes
4,0,3,0,yes
72,0,0,4,yes
1,0,0,0,yes
7,0,3,0,yes
7,0,4,0,yes
12,1,1,0,yes
27,0,0,0,yes
14,0,0,0,yes
178,0,0,0,yes
13,0,6,0,yes
1,0,0,0,yes
92,1,0,0,yes
15,0,1,0,yes
37,1,2,1,yes
168,0,0,0,yes
4,0,3,0,yes
2,0,4,0,yes
149,0,0,0,yes
2,0,0,0,yes
60,0,1,1,yes
4,0,2,0,yes
47,0,0,4,yes
132,0,0,0,yes
182,0,0,4,yes
35,0,2,0,yes
8,0,3,0,yes
5,0,0,2,yes
3,0,0,0,yes
149,0,0,0,yes
21,0,4,0,yes
3,0,1,0,yes
48,0,0,0,yes
270,0,0,1,yes
8,0,4,1,yes
12,0,0,0,yes
17,0,6,1,yes
3,0,2,0,yes
92,2,0,1,yes
86,3,1,0,yes
31,0,0,0,yes
8,0,2,0,yes
13,0,0,2,yes
35,0,3,1,yes
30,2,0,2,yes
8,0,0,0,yes
77,0,0,0,yes
20,0,0,2,yes
31,0,0,1,yes
3,1,0,0,yes
12,0,4,0,yes
124,0,1,6,yes
15,0,5,0,yes
14,0,5,1,yes
145,0,0,0,yes
2,0,0,0,yes
7,0,5,0,yes
22,0,0,2,yes
6,0,5,0,yes
29,0,0,0,yes
203,0,0,1,yes
24,2,1,0,yes
36,0,0,0,yes
11,0,0,6,yes
40,0,0,0,yes
4,0,0,0,yes
13,0,0,0,yes
13,0,0,2,yes
16,0,0,0,yes
16,0,0,5,yes
47,0,0,0,yes
64,0,0,7,yes
4,0,0,0,yes
1,0,0,0,yes
15,1,0,7,yes
3,1,0,0,yes
52,0,0,3,yes
20,0,0,5,yes
6,0,0,0,yes
14,0,0,0,yes
10,0,0,4,yes
1,0,0,0,yes
68,0,0,4,yes
3,0,0,0,yes
59,0,0,0,yes
50,0,0,0,yes
27,0,0,0,yes
28,0,0,0,yes
23,0,0,0,yes
9,0,0,1,yes
9,0,0,2,yes
33,0,0,0,yes
45,0,0,1,yes
20,0,0,1,yes
13,0,0,0,yes
11,0,0,0,yes
5,0,0,2,yes
16,0,2,1,yes
11,0,0,0,yes
8,0,0,1,yes
19,0,0,0,yes
32,0,0,0,yes
27,0,0,0,yes
39,0,0,0,yes
13,0,0,1,yes
15,0,0,0,yes
39,0,0,0,yes
21,0,0,2,yes
15,0,0,0,yes
12,0,0,0,yes
14,0,0,0,yes
41,0,0,0,yes
14,0,0,0,yes
19,0,0,2,yes
68,0,0,1,yes
10,0,0,1,yes
32,0,0,0,yes
20,0,0,0,yes
40,0,0,2,yes
13,0,0,1,yes
37,0,0,1,yes
28,0,0,0,yes
15,0,0,0,yes
26,0,0,2,yes
29,0,0,0,yes
27,0,0,0,yes
36,0,0,0,yes
16,0,0,2,yes
38,0,0,1,yes
20,0,0,0,yes
41,0,0,0,yes
36,0,0,0,yes
22,0,0,0,yes
27,0,1,2,yes
28,0,0,1,no
44,0,3,0,no
19,0,0,0,no
32,0,0,3,no
16,0,0,0,no
30,0,0,3,no
11,0,0,1,no
39,0,0,2,no
27,0,0,0,no
13,0,0,0,no
27,0,0,0,no
36,0,0,0,no
25,0,0,1,no
33,0,0,1,no
27,0,0,0,no
11,0,0,0,no
